src,dst,count,source_color,destination_color
DLC,CGO,6,#3358FF,#FF3F33
XMN,PEK,6,#3358FF,#FF3F33
FRA,DOH,6,#3358FF,#FF3F33
XIY,INC,6,#3358FF,#FF3F33
KWE,CTU,6,#3358FF,#FF3F33
DEL,SXR,6,#3358FF,#FF3F33
NKG,CSX,6,#3358FF,#FF3F33
ISB,AUH,6,#3358FF,#FF3F33
DUS,HER,6,#3358FF,#FF3F33
URC,SHA,6,#3358FF,#FF3F33
MSY,DFW,6,#3358FF,#FF3F33
FRA,JED,6,#3358FF,#FF3F33
GAU,DEL,6,#3358FF,#FF3F33
BKK,DAC,6,#3358FF,#FF3F33
DEL,IXJ,6,#3358FF,#FF3F33
ATL,SLC,6,#3358FF,#FF3F33
PEK,CKG,6,#3358FF,#FF3F33
DEL,BOM,6,#3358FF,#FF3F33
ICN,TAO,6,#3358FF,#FF3F33
LAX,PPT,6,#3358FF,#FF3F33
GDL,ATL,6,#3358FF,#FF3F33
CAN,CTU,6,#3358FF,#FF3F33
CKG,WUH,6,#3358FF,#FF3F33
ATL,MTY,6,#3358FF,#FF3F33
NRT,CAN,6,#3358FF,#FF3F33
NRT,PEK,6,#3358FF,#FF3F33
WUH,CKG,6,#3358FF,#FF3F33
CTA,DUS,6,#3358FF,#FF3F33
CPH,OSL,6,#3358FF,#FF3F33
SEA,DEN,6,#3358FF,#FF3F33
VIE,BCN,6,#3358FF,#FF3F33
ICN,TNA,6,#3358FF,#FF3F33
FRU,DME,6,#3358FF,#FF3F33
SHA,KWE,6,#3358FF,#FF3F33
HKG,SFO,6,#3358FF,#FF3F33
LAX,RNO,6,#3358FF,#FF3F33
HKG,KIX,6,#3358FF,#FF3F33
LGW,CTA,6,#3358FF,#FF3F33
GAU,CCU,6,#3358FF,#FF3F33
YYZ,JFK,6,#3358FF,#FF3F33
CCS,AUA,6,#3358FF,#FF3F33
KIX,HKG,6,#3358FF,#FF3F33
LIS,LHR,6,#3358FF,#FF3F33
CGO,DLC,6,#3358FF,#FF3F33
HKG,PEK,6,#3358FF,#FF3F33
CKG,HGH,6,#3358FF,#FF3F33
GOI,BLR,6,#3358FF,#FF3F33
YUL,LGA,6,#3358FF,#FF3F33
CLO,BOG,6,#3358FF,#FF3F33
BOM,BLR,6,#3358FF,#FF3F33
PVG,CAN,6,#3358FF,#FF3F33
XMN,CTU,6,#3358FF,#FF3F33
YYZ,CDG,6,#3358FF,#FF3F33
NKG,CAN,6,#3358FF,#FF3F33
NNG,XMN,6,#3358FF,#FF3F33
CSX,CKG,6,#3358FF,#FF3F33
LHR,YYC,6,#3358FF,#FF3F33
BJM,NBO,6,#3358FF,#FF3F33
SEA,ATL,6,#3358FF,#FF3F33
YUL,LHR,6,#3358FF,#FF3F33
ATL,SEA,6,#3358FF,#FF3F33
CCU,DEL,6,#3358FF,#FF3F33
YYZ,ORD,6,#3358FF,#FF3F33
DMM,KWI,6,#3358FF,#FF3F33
DLC,TNA,6,#3358FF,#FF3F33
ICN,NGO,6,#3358FF,#FF3F33
HER,DUS,6,#3358FF,#FF3F33
SHA,URC,6,#3358FF,#FF3F33
ATL,MKE,6,#3358FF,#FF3F33
ATL,BHM,6,#3358FF,#FF3F33
LGW,PMI,6,#3358FF,#FF3F33
SIN,HKT,6,#3358FF,#FF3F33
KWL,CGO,6,#3358FF,#FF3F33
BOM,AMD,6,#3358FF,#FF3F33
YVR,LHR,6,#3358FF,#FF3F33
TUS,LAX,6,#3358FF,#FF3F33
DUS,CTA,6,#3358FF,#FF3F33
BOM,GOI,6,#3358FF,#FF3F33
CKG,URC,6,#3358FF,#FF3F33
DFW,LAX,6,#3358FF,#FF3F33
HGH,CKG,6,#3358FF,#FF3F33
LHR,YVR,6,#3358FF,#FF3F33
MAN,JFK,6,#3358FF,#FF3F33
YZF,YEG,6,#3358FF,#FF3F33
SUB,CGK,6,#3358FF,#FF3F33
IXB,DEL,6,#3358FF,#FF3F33
HTN,URC,6,#3358FF,#FF3F33
LKO,DEL,6,#3358FF,#FF3F33
KMG,PEK,6,#3358FF,#FF3F33
SHE,NKG,6,#3358FF,#FF3F33
YYZ,ATL,6,#3358FF,#FF3F33
HOU,ATL,6,#3358FF,#FF3F33
CGO,KWL,6,#3358FF,#FF3F33
DEL,AMD,6,#3358FF,#FF3F33
KMG,NNG,6,#3358FF,#FF3F33
TPE,HKG,6,#3358FF,#FF3F33
PVG,MFM,6,#3358FF,#FF3F33
PHX,LAX,6,#3358FF,#FF3F33
MAN,LPA,6,#3358FF,#FF3F33
URC,HTN,6,#3358FF,#FF3F33
CCU,IXB,6,#3358FF,#FF3F33
MAD,OPO,6,#3358FF,#FF3F33
CKG,CGO,6,#3358FF,#FF3F33
CDG,YUL,6,#3358FF,#FF3F33
CDG,YYZ,6,#3358FF,#FF3F33
FOC,CSX,6,#3358FF,#FF3F33
SZX,CKG,6,#3358FF,#FF3F33
BLR,DEL,6,#3358FF,#FF3F33
IXB,CCU,6,#3358FF,#FF3F33
VIE,ZRH,6,#3358FF,#FF3F33
ATL,SDF,6,#3358FF,#FF3F33
ATL,HOU,6,#3358FF,#FF3F33
ROB,FNA,6,#3358FF,#FF3F33
KMG,LJG,6,#3358FF,#FF3F33
PPT,LAX,6,#3358FF,#FF3F33
TAO,WUH,6,#3358FF,#FF3F33
BCN,LGW,6,#3358FF,#FF3F33
JED,FRA,6,#3358FF,#FF3F33
INC,XIY,6,#3358FF,#FF3F33
HKG,NKG,6,#3358FF,#FF3F33
PEK,KMG,6,#3358FF,#FF3F33
MFM,PVG,6,#3358FF,#FF3F33
ALC,LGW,6,#3358FF,#FF3F33
CJU,GMP,6,#3358FF,#FF3F33
ORD,YUL,6,#3358FF,#FF3F33
SHA,TSA,6,#3358FF,#FF3F33
IAH,LHR,6,#3358FF,#FF3F33
LHR,IAH,6,#3358FF,#FF3F33
DLC,PEK,6,#3358FF,#FF3F33
CTU,KWE,6,#3358FF,#FF3F33
PVG,KMG,6,#3358FF,#FF3F33
LAX,SJC,6,#3358FF,#FF3F33
PKU,CGK,6,#3358FF,#FF3F33
TXL,CTA,6,#3358FF,#FF3F33
CAN,NKG,6,#3358FF,#FF3F33
LGW,ALC,6,#3358FF,#FF3F33
CPH,AMS,6,#3358FF,#FF3F33
BRU,JFK,6,#3358FF,#FF3F33
TSA,SHA,6,#3358FF,#FF3F33
TAO,SHA,6,#3358FF,#FF3F33
TYS,ATL,6,#3358FF,#FF3F33
TNA,ICN,6,#3358FF,#FF3F33
XIY,LHW,6,#3358FF,#FF3F33
LPA,MAN,6,#3358FF,#FF3F33
CTU,TSN,6,#3358FF,#FF3F33
PVG,LAX,6,#3358FF,#FF3F33
CTU,CAN,6,#3358FF,#FF3F33
DOH,FRA,6,#3358FF,#FF3F33
PVG,SZX,6,#3358FF,#FF3F33
ICN,MNL,6,#3358FF,#FF3F33
LHR,RDU,6,#3358FF,#FF3F33
HRB,PEK,6,#3358FF,#FF3F33
MUC,MAD,6,#3358FF,#FF3F33
OKC,ATL,6,#3358FF,#FF3F33
EZE,GIG,6,#3358FF,#FF3F33
BKK,CAN,6,#3358FF,#FF3F33
MSP,DEN,6,#3358FF,#FF3F33
NKG,CGQ,6,#3358FF,#FF3F33
LGA,YYZ,6,#3358FF,#FF3F33
KWL,XMN,6,#3358FF,#FF3F33
XIY,DLC,6,#3358FF,#FF3F33
PEK,HKG,6,#3358FF,#FF3F33
ORD,MEX,6,#3358FF,#FF3F33
SZX,KMG,6,#3358FF,#FF3F33
NRT,CTS,6,#3358FF,#FF3F33
RDU,LHR,6,#3358FF,#FF3F33
SZX,TSN,6,#3358FF,#FF3F33
CAN,BKK,6,#3358FF,#FF3F33
CKG,CSX,6,#3358FF,#FF3F33
JFK,SAN,6,#3358FF,#FF3F33
HET,TSN,6,#3358FF,#FF3F33
KMG,CAN,6,#3358FF,#FF3F33
NKG,SHE,6,#3358FF,#FF3F33
JFK,YUL,6,#3358FF,#FF3F33
YUL,CDG,6,#3358FF,#FF3F33
CKG,KWL,6,#3358FF,#FF3F33
XIY,NKG,6,#3358FF,#FF3F33
JFK,BRU,6,#3358FF,#FF3F33
MEX,ORD,6,#3358FF,#FF3F33
AGP,LGW,6,#3358FF,#FF3F33
JRO,DAR,6,#3358FF,#FF3F33
MAN,MUC,6,#3358FF,#FF3F33
SHA,XMN,6,#3358FF,#FF3F33
PEK,CTU,6,#3358FF,#FF3F33
GOI,BOM,6,#3358FF,#FF3F33
LHR,YUL,6,#3358FF,#FF3F33
JED,ADD,6,#3358FF,#FF3F33
AUH,ISB,6,#3358FF,#FF3F33
CTA,TXL,6,#3358FF,#FF3F33
LAX,SYD,6,#3358FF,#FF3F33
OPO,MAD,6,#3358FF,#FF3F33
LPA,MAD,6,#3358FF,#FF3F33
BLR,MAA,6,#3358FF,#FF3F33
DEL,GAU,6,#3358FF,#FF3F33
ATL,YYZ,6,#3358FF,#FF3F33
YYC,YEG,6,#3358FF,#FF3F33
YYC,LHR,6,#3358FF,#FF3F33
SIN,AUH,6,#3358FF,#FF3F33
FCO,BRU,6,#3358FF,#FF3F33
BOM,DEL,6,#3358FF,#FF3F33
YUL,ORD,6,#3358FF,#FF3F33
TSN,CTU,6,#3358FF,#FF3F33
IXJ,DEL,6,#3358FF,#FF3F33
ATL,DAY,6,#3358FF,#FF3F33
SIN,PEN,6,#3358FF,#FF3F33
CSX,NKG,6,#3358FF,#FF3F33
FCO,CTA,6,#3358FF,#FF3F33
XMN,KWL,6,#3358FF,#FF3F33
TPE,MNL,6,#3358FF,#FF3F33
LHR,ARN,6,#3358FF,#FF3F33
PNQ,DEL,6,#3358FF,#FF3F33
ORD,YYZ,6,#3358FF,#FF3F33
HKT,SIN,6,#3358FF,#FF3F33
ORD,NRT,6,#3358FF,#FF3F33
CAN,PVG,6,#3358FF,#FF3F33
CUN,MEX,6,#3358FF,#FF3F33
LIM,SCL,6,#3358FF,#FF3F33
NKG,HKG,6,#3358FF,#FF3F33
XIY,SHE,6,#3358FF,#FF3F33
MSP,PHX,6,#3358FF,#FF3F33
ORD,LAX,6,#3358FF,#FF3F33
ZRH,LIS,6,#3358FF,#FF3F33
DEL,BLR,6,#3358FF,#FF3F33
URC,CKG,6,#3358FF,#FF3F33
DEL,LKO,6,#3358FF,#FF3F33
SYD,LAX,6,#3358FF,#FF3F33
SAV,ATL,6,#3358FF,#FF3F33
NRT,ORD,6,#3358FF,#FF3F33
